meiji_cu_m00_01_inner, 29.21,
meiji_cu_m00_02_inner, 29.65,
meiji_cu_m00_03_inner, 30.57,
meiji_cu_m00_04_inner, 31.51,
meiji_cu_m00_05_inner, 32.36,
meiji_cu_m00_06_inner, 33.12,
meiji_cu_m00_07_inner, 33.79,
meiji_cu_m00_08_inner, 34.37,
meiji_cu_m00_09_inner, 34.87,
meiji_cu_m00_10_inner, 35.33,
meiji_cu_m00_11_inner, 35.76,
meiji_cu_m00_12_inner, 36.18,
meiji_cu_m00_13_inner, 36.62,
meiji_cu_m00_14_inner, 37.10,
meiji_cu_m00_15_inner, 37.61,
meiji_cu_m00_16_inner, 38.03,
meiji_cu_m00_17_inner, 38.36,
meiji_cu_m00_18_inner, 38.59,
meiji_cu_m00_19_inner, 38.72,
meiji_cu_m00_20_inner, 38.78,
meiji_cd_m00_01_inner, 72.95,
meiji_cd_m00_02_inner, 72.83,
meiji_cd_m00_03_inner, 72.59,
meiji_cd_m00_04_inner, 72.11,
meiji_cd_m00_05_inner, 71.33,
meiji_cd_m00_06_inner, 70.36,
meiji_cd_m00_07_inner, 69.25,
meiji_cd_m00_08_inner, 68.04,
meiji_cd_m00_09_inner, 66.79,
meiji_cd_m00_10_inner, 65.55,
meiji_cd_m00_11_inner, 64.36,
meiji_cd_m00_12_inner, 63.29,
meiji_cd_m00_13_inner, 62.39,
meiji_cd_m00_14_inner, 61.69,
meiji_cd_m00_15_inner, 61.19,
meiji_cd_m00_16_inner, 60.84,
meiji_cd_m00_17_inner, 60.60,
meiji_cd_m00_18_inner, 60.43,
meiji_cd_m00_19_inner, 60.31,
meiji_cd_m00_20_inner, 60.26,
meiji_cud_m00_01_inner,  0.39,
meiji_cud_m00_02_inner,  0.40,
meiji_cud_m00_03_inner,  0.42,
meiji_cud_m00_04_inner,  0.44,
meiji_cud_m00_05_inner,  0.46,
meiji_cud_m00_06_inner,  0.48,
meiji_cud_m00_07_inner,  0.50,
meiji_cud_m00_08_inner,  0.52,
meiji_cud_m00_09_inner,  0.54,
meiji_cud_m00_10_inner,  0.56,
meiji_cud_m00_11_inner,  0.58,
meiji_cud_m00_12_inner,  0.60,
meiji_cud_m00_13_inner,  0.62,
meiji_cud_m00_14_inner,  0.65,
meiji_cud_m00_15_inner,  0.66,
meiji_cud_m00_16_inner,  0.68,
meiji_cud_m00_17_inner,  0.69,
meiji_cud_m00_18_inner,  0.70,
meiji_cud_m00_19_inner,  0.70,
meiji_cud_m00_20_inner,  0.70,
meiji_cr_m00_01_inner, 39.01,
meiji_cr_m00_02_inner, 39.51,
meiji_cr_m00_03_inner, 40.49,
meiji_cr_m00_04_inner, 41.33,
meiji_cr_m00_05_inner, 41.93,
meiji_cr_m00_06_inner, 42.32,
meiji_cr_m00_07_inner, 42.49,
meiji_cr_m00_08_inner, 42.50,
meiji_cr_m00_09_inner, 42.39,
meiji_cr_m00_10_inner, 42.21,
meiji_cr_m00_11_inner, 41.99,
meiji_cr_m00_12_inner, 41.78,
meiji_cr_m00_13_inner, 41.63,
meiji_cr_m00_14_inner, 41.57,
meiji_cr_m00_15_inner, 41.59,
meiji_cr_m00_16_inner, 41.65,
meiji_cr_m00_17_inner, 41.72,
meiji_cr_m00_18_inner, 41.78,
meiji_cr_m00_19_inner, 41.82,
meiji_cr_m00_20_inner, 41.83,
